"post_title","post_name","post_status","artsgruppe","vitenskapelig_navn","engelsk_navn","kort_beskrivelse","lang_beskrivelse","storrelse","vekt","kjennetegn","levested","utbredelse","sesong_aktiv_periode","mat_naering","rodlistestatus","status_i_norge","artsdatabanken_takson_id","kilde_artsdatabanken","kilde_snl","kilde_fuglevennen_miljolaere","kilde_birdlife_fugleatlas","sist_kontrollert","importstatus"
"Storspove","storspove","publish","Fugler","Numenius arquata","Eurasian Curlew","Storspove er Europas største vadefugl, med langt nedoverbøyd nebb og fløytende rop.","<h2>Om storspove</h2><p>Storspove (<em>Numenius arquata</em>) er en fugleart i artsoversikten til Naturblikk. Storspove er Europas største vadefugl, med langt nedoverbøyd nebb og fløytende rop. Arten er registrert med status i Norge: Finnes i Norge. Etablert, men sterkt truet hekkefugl. Rødlistestatusen er EN – Sterkt truet.</p><h2>Kjennetegn</h2><p>Storspove kjennes særlig på følgende trekk: Stor vadefugl med langt nedoverbøyd nebb, brunspettet drakt og karakteristisk fløytende rop. Oppgitt størrelse er Ca. 50–60 cm, og oppgitt vekt er Ca. 500–1000 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Kyst, semi-naturlig mark, våtmark, fjæresone, myr og jordbrukslandskap. Hekker langs kysten fra Sørlandet til Finnmark, i Oslofjordområdet og lokalt i innlandet. Sesong og forekomst er oppgitt slik: Trekkfugl. Hekker i Norge om sommeren og ses langs kyst og våtmark under trekk.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever storspove av Mark, insekter, larver, snegler, krepsdyr og andre smådyr. Næringssøket er derfor nært knyttet til kyst, vann, våtmark eller åpne områder der arten finner egnede byttedyr og matressurser.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er storspove nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 50–60 cm","Ca. 500–1000 g","Stor vadefugl med langt nedoverbøyd nebb, brunspettet drakt og karakteristisk fløytende rop.","Kyst, semi-naturlig mark, våtmark, fjæresone, myr og jordbrukslandskap.","Hekker langs kysten fra Sørlandet til Finnmark, i Oslofjordområdet og lokalt i innlandet.","Trekkfugl. Hekker i Norge om sommeren og ses langs kyst og våtmark under trekk.","Mark, insekter, larver, snegler, krepsdyr og andre smådyr.","EN – Sterkt truet","Finnes i Norge. Etablert, men sterkt truet hekkefugl.","203539","https://artsdatabanken.no/arter/takson/203539","https://snl.no/storspove","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Strandsnipe","strandsnipe","publish","Fugler","Actitis hypoleucos","Common Sandpiper","Strandsnipe er en liten vadefugl som ofte sees langs steinete elver, innsjøer og strandkanter.","<h2>Om strandsnipe</h2><p>Strandsnipe (<em>Actitis hypoleucos</em>) er en fugleart i artsoversikten til Naturblikk. Strandsnipe er en liten vadefugl som ofte sees langs steinete elver, innsjøer og strandkanter. Arten er registrert med status i Norge: Finnes i Norge. Etablert hekkefugl. Rødlistestatusen er LC – Livskraftig.</p><h2>Kjennetegn</h2><p>Strandsnipe kjennes særlig på følgende trekk: Brun overside, hvit underside med hvit kile opp foran vingen, kortere bein og tydelig vipping med bakparten. Oppgitt størrelse er Ca. 18–21 cm, og oppgitt vekt er Ca. 35–60 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Ferskvann, elver, innsjøer, kyst, fjæresone og steinete strandkanter. Hekker vanlig i store deler av Norge langs vann og vassdrag. Sesong og forekomst er oppgitt slik: Trekkfugl. Ses i Norge vår til høst.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever strandsnipe av Insekter, larver, små krepsdyr, mark og andre smådyr langs vannkanter. Næringssøket er derfor nært knyttet til kyst, vann, våtmark eller åpne områder der arten finner egnede byttedyr og matressurser.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er strandsnipe nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 18–21 cm","Ca. 35–60 g","Brun overside, hvit underside med hvit kile opp foran vingen, kortere bein og tydelig vipping med bakparten.","Ferskvann, elver, innsjøer, kyst, fjæresone og steinete strandkanter.","Hekker vanlig i store deler av Norge langs vann og vassdrag.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, små krepsdyr, mark og andre smådyr langs vannkanter.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3664","https://artsdatabanken.no/arter/takson/3664","https://snl.no/strandsnipe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Stær","staer","publish","Fugler","Sturnus vulgaris","Common Starling","Stær er en sosial og lydrik fugl med metallglinsende drakt, stor evne til å etterligne lyder og tydelig tilknytning til kulturlandskapet.","<h2>Om stær</h2><p>Stær (<em>Sturnus vulgaris</em>) er en sosial fugl som ofte sees på enger, plener og beitemark. Utenom hekketiden kan den samle seg i store flokker som beveger seg i bølgende mønstre før overnatting.</p><h2>Kjennetegn</h2><p>Voksne fugler har kort stjert, spisst nebb og mørk fjærdrakt med grønn og blå metallglans. Om vinteren er drakten tydelig hvitprikket. Ungfuglene er ensfarget brune.</p><h2>Levested og utbredelse</h2><p>Stæren hekker over hele Norge, men er mest tallrik i kulturlandskapet og langs kysten nord til Troms. Den unngår tett skog og høye fjellområder.</p><h2>Mat og atferd</h2><p>På bakken går stæren raskt mens den leter etter meitemark, insekter og snegler. Den spiser også frø, frukt og bær, og dietten varierer gjennom året.</p><h2>Lyd</h2><p>Sangen er variert og inneholder plystring, knitring og etterligninger av både andre fugler og menneskeskapte lyder. Fuglen synger ofte fra en takmøne, stolpe eller tretopp.</p><h2>Hekking og fuglekasse</h2><p>Stæren hekker i naturlige hulrom, hakkespetthull, bygninger og fuglekasser. Den legger vanligvis tre til sju blåhvite egg som ruges i 12–13 dager. Ungene forlater reiret etter rundt tre uker.</p><h2>Ved fuglemater</h2><p>Stær kan spise talg, frukt, rosiner og melorm. Den opptrer ofte i små flokker og kan dominere fôringsplassen mens den er til stede.</p><h2>Status</h2><p>Stær har gått tilbake i Norge og er vurdert som NT – Nær truet på Norsk rødliste for arter.</p>","Ca. 22 cm","Ca. 60–95 g","Kortstjertet fugl med spisst nebb og mørk metallglinsende drakt. Vinterdrakten er hvitprikket, mens ungfuglene er brune.","Kulturlandskap, beitemark, hager, parker, gårder og bebyggelse med tilgang på hulrom.","Hekker i alle norske fylker, mest tallrik langs kysten og nord til Troms.","Hovedsakelig trekkfugl. De fleste trekker ut av landet, men enkelte overvintrer.","Meitemark, snegler og insekter, samt frø, frukt og bær.","NT – Nær truet","Finnes i Norge. Etablert hekkefugl.","203719","https://artsdatabanken.no/arter/takson/203719","https://snl.no/st%C3%A6r","https://www.fuglevennen.no/arter/?or_id=490","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-15","Fullstendig kvalitetssikret – batch 3 og språkvasket 2026-07-15"
"Svartand","svartand","publish","Fugler","Melanitta nigra","Common Scoter","Svartand er en mørk dykkand som hekker i ferskvann og overvintrer i marine kystområder.","<h2>Om svartand</h2><p>Svartand (<em>Melanitta nigra</em>) er en fugleart i artsoversikten til Naturblikk. Svartand er en mørk dykkand som hekker i ferskvann og overvintrer i marine kystområder. Arten er registrert med status i Norge: Finnes i Norge. Etablert, men fåtallig hekkefugl. Rødlistestatusen er VU – Sårbar.</p><h2>Kjennetegn</h2><p>Svartand kjennes særlig på følgende trekk: Hannen er svart med guloransje nebbknøl. Hunnen er brunlig med lysere kinn og mørk hette. Oppgitt størrelse er Ca. 44–54 cm, og oppgitt vekt er Ca. 700–1500 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Ferskvann, våtmark, fjellvann og saltvann utenom hekketiden. Hekker spredt og fåtallig i Norge, særlig i nordlige og høyereliggende områder. Overvintrer langs kysten. Sesong og forekomst er oppgitt slik: Hekker om sommeren. Overvintrer hovedsakelig i marine områder.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever svartand av Muslinger, krepsdyr, snegler, insektlarver og andre smådyr som tas ved dykking. Næringssøket er derfor nært knyttet til kyst, vann, våtmark eller åpne områder der arten finner egnede byttedyr og matressurser.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er svartand nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 44–54 cm","Ca. 700–1500 g","Hannen er svart med guloransje nebbknøl. Hunnen er brunlig med lysere kinn og mørk hette.","Ferskvann, våtmark, fjellvann og saltvann utenom hekketiden.","Hekker spredt og fåtallig i Norge, særlig i nordlige og høyereliggende områder. Overvintrer langs kysten.","Hekker om sommeren. Overvintrer hovedsakelig i marine områder.","Muslinger, krepsdyr, snegler, insektlarver og andre smådyr som tas ved dykking.","VU – Sårbar","Finnes i Norge. Etablert, men fåtallig hekkefugl.","203475","https://artsdatabanken.no/arter/takson/203475","https://snl.no/svartand","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartbak","svartbak","publish","Fugler","Larus marinus","Great Black-backed Gull","Svartbak er verdens største måke og en kraftig kystfugl med svart rygg.","<h2>Om svartbak</h2><p>Svartbak (<em>Larus marinus</em>) er en fugleart i artsoversikten til Naturblikk. Svartbak er verdens største måke og en kraftig kystfugl med svart rygg. Arten er registrert med status i Norge: Finnes i Norge. Etablert hekkefugl. Rødlistestatusen er LC – Livskraftig.</p><h2>Kjennetegn</h2><p>Svartbak kjennes særlig på følgende trekk: Svært stor måke med svart rygg, hvit kropp, kraftig gult nebb med rød flekk og rosa bein. Oppgitt størrelse er Ca. 61–74 cm, og oppgitt vekt er Ca. 1,2–2,3 kg.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Kyst, saltvann, fjæresone, holmer, skjær og enkelte innlandsområder. Hekker langs hele norskekysten og lokalt ved større vann. Sesong og forekomst er oppgitt slik: Hele året i kystområder. Noen streifer utenfor hekketiden.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever svartbak av Fisk, fugler, egg, unger, åtsel, avfall og annen animalsk føde. Næringssøket er derfor nært knyttet til kyst, vann, våtmark eller åpne områder der arten finner egnede byttedyr og matressurser.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er svartbak nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 61–74 cm","Ca. 1,2–2,3 kg","Svært stor måke med svart rygg, hvit kropp, kraftig gult nebb med rød flekk og rosa bein.","Kyst, saltvann, fjæresone, holmer, skjær og enkelte innlandsområder.","Hekker langs hele norskekysten og lokalt ved større vann.","Hele året i kystområder. Noen streifer utenfor hekketiden.","Fisk, fugler, egg, unger, åtsel, avfall og annen animalsk føde.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","3640","https://artsdatabanken.no/arter/takson/3640","https://snl.no/svartbak","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svarthalespove","svarthalespove","publish","Fugler","Limosa limosa","Black-tailed Godwit","Svarthalespove er en stor vadefugl med langt nebb og svart halebånd, kritisk truet i Norge.","<h2>Om svarthalespove</h2><p>Svarthalespove (<em>Limosa limosa</em>) er en fugleart i artsoversikten til Naturblikk. Svarthalespove er en stor vadefugl med langt nebb og svart halebånd, kritisk truet i Norge. Arten er registrert med status i Norge: Finnes i Norge. Svært fåtallig etablert hekkefugl. Rødlistestatusen er CR – Kritisk truet.</p><h2>Kjennetegn</h2><p>Svarthalespove kjennes særlig på følgende trekk: Langt nebb, lange bein, rødbrun sommerdrakt og tydelig svart halebånd med hvite vingebånd i flukt. Oppgitt størrelse er Ca. 37–44 cm, og oppgitt vekt er Ca. 250–500 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Våtmark, kyst, semi-naturlig mark, strandenger, myr og fjæresone. Svært fåtallig og lokal hekkefugl i Norge. Sesong og forekomst er oppgitt slik: Trekkfugl. Hekker i Norge om sommeren og ses under trekk.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever svarthalespove av Insekter, mark, krepsdyr, bløtdyr og andre smådyr i våtmark og mudder. Næringssøket er derfor nært knyttet til kyst, vann, våtmark eller åpne områder der arten finner egnede byttedyr og matressurser.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er svarthalespove nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 37–44 cm","Ca. 250–500 g","Langt nebb, lange bein, rødbrun sommerdrakt og tydelig svart halebånd med hvite vingebånd i flukt.","Våtmark, kyst, semi-naturlig mark, strandenger, myr og fjæresone.","Svært fåtallig og lokal hekkefugl i Norge.","Trekkfugl. Hekker i Norge om sommeren og ses under trekk.","Insekter, mark, krepsdyr, bløtdyr og andre smådyr i våtmark og mudder.","CR – Kritisk truet","Finnes i Norge. Svært fåtallig etablert hekkefugl.","3708","https://artsdatabanken.no/arter/takson/3708","https://snl.no/svarthalespove","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svarthvit fluesnapper","svarthvit-fluesnapper","publish","Fugler","Ficedula hypoleuca","European Pied Flycatcher","Svarthvit fluesnapper er en vanlig hulrugende småfugl i skog, hager og fuglekasser.","<h2>Om svarthvit fluesnapper</h2><p>Svarthvit fluesnapper (<em>Ficedula hypoleuca</em>) er en fugleart i artsoversikten til Naturblikk. Svarthvit fluesnapper er en vanlig hulrugende småfugl i skog, hager og fuglekasser. Arten er registrert med status i Norge: Finnes i Norge. Etablert hekkefugl. Rødlistestatusen er LC – Livskraftig.</p><h2>Kjennetegn</h2><p>Svarthvit fluesnapper kjennes særlig på følgende trekk: Hannen er svart-hvit med hvit panneflekk og hvite vingefelt. Hunnen er brungrå med lys underside. Oppgitt størrelse er Ca. 12–13 cm, og oppgitt vekt er Ca. 10–15 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Skog, semi-naturlig mark, hager, parker og områder med hulrom eller fuglekasser. Hekker vanlig i store deler av Norge. Sesong og forekomst er oppgitt slik: Trekkfugl. Ses i Norge vår til høst.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever svarthvit fluesnapper av Insekter, larver, edderkopper og andre smådyr. Næringssøket er derfor nært knyttet til skog, trær, busker eller andre vegetasjonsrike miljøer arten bruker.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er svarthvit fluesnapper nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 12–13 cm","Ca. 10–15 g","Hannen er svart-hvit med hvit panneflekk og hvite vingefelt. Hunnen er brungrå med lys underside.","Skog, semi-naturlig mark, hager, parker og områder med hulrom eller fuglekasser.","Hekker vanlig i store deler av Norge.","Trekkfugl. Ses i Norge vår til høst.","Insekter, larver, edderkopper og andre smådyr.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","209426","https://artsdatabanken.no/arter/takson/209426","https://snl.no/svarthvit_fluesnapper","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartmeis","svartmeis","publish","Fugler","Periparus ater","Coal Tit","Svartmeis er Norges minste meis og en rastløs barskogsfugl med svart hode, hvite kinn og en tydelig hvit nakkeflekk.","<h2>Om svartmeis</h2><p>Svartmeis (<em>Periparus ater</em>) er den minste av meisene som hekker i Norge og er først og fremst knyttet til barskog. Den holder seg ofte høyt i gran og furu, der den beveger seg rastløst mellom greiner og kongler.</p><h2>Kjennetegn</h2><p>Hodet og strupen er svarte, kinnene hvite og nakken har en stor, tydelig hvit flekk. De mørke vingene har to lyse vingebånd. Issefjærene kan reises til en liten topp. Ungfuglene har svakere tegninger enn de voksne.</p><h2>Levested og utbredelse</h2><p>Svartmeis lever særlig i gran- og furuskog og er vanlig nordover til Salten. Lenger nord er forekomsten mer spredt. Plantet granskog har bidratt til at arten også finnes flere steder på Vestlandet og i Nord-Norge.</p><h2>Mat og atferd</h2><p>Den spiser insekter og edderkopper i sommerhalvåret og frø fra bartrær resten av året. Svartmeisa søker ofte næring høyt i trekronene og kan lagre små matbiter til senere bruk.</p><h2>Lyd</h2><p>Lokkelåtene er lyse og fløytende. Sangen kan minne om kjøttmeisas, men er lysere og enklere og består ofte av gjentatte strofer med to eller tre stavelser.</p><h2>Hekking og fuglekasse</h2><p>Arten hekker i trange hulrom i trær, rotvelter og fjellsprekker og tar også i bruk fuglekasser. Hunnen bygger reiret av mose, ull og hår. Et kull består vanligvis av 8–9 egg, som hunnen ruger i omtrent 14–18 dager. Ungene forlater reiret etter 16–19 dager, og to kull kan forekomme.</p><h2>Ved fuglemater</h2><p>Svartmeis kan besøke fôringsplasser, særlig når de ligger nær barskog. Den tar små frø og fett, men opptrer ofte mer forsiktig enn kjøttmeis og blåmeis.</p><h2>Status</h2><p>Svartmeis er en etablert hekkefugl i Norge og er vurdert som LC – Livskraftig. Artsdatabanken-takson-ID: 203638.</p>","Ca. 11 cm","8–10 g","Svært liten meis med svart hode og strupe, hvite kinn, stor hvit nakkeflekk og to lyse vingebånd.","Barskog, særlig gran- og furuskog, men også blandingsskog og plantet granskog.","Vanlig i barskog nordover til Salten og mer fåtallig lenger nord. Forekommer også lokalt på Vestlandet og i Nord-Norge.","Hele året. Hovedsakelig standfugl, men store høstlige utvandringer kan forekomme i år med matmangel.","Insekter og edderkopper om sommeren, samt frø fra gran, furu og andre bartrær gjennom høsten og vinteren.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203638","https://artsdatabanken.no/arter/takson/203638","https://snl.no/svartmeis","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-14","Fullstendig kvalitetssikret – språkvasket 2026-07-14"
"Svartrødstjert","svartrodstjert","publish","Fugler","Phoenicurus ochruros","Black Redstart","Svartrødstjert er en fåtallig hekkefugl i Norge, ofte knyttet til bygninger, industriområder og steinrike miljøer.","<h2>Om svartrødstjert</h2><p>Svartrødstjert (<em>Phoenicurus ochruros</em>) er en fugleart i artsoversikten til Naturblikk. Svartrødstjert er en fåtallig hekkefugl i Norge, ofte knyttet til bygninger, industriområder og steinrike miljøer. Arten er registrert med status i Norge: Finnes i Norge. Fåtallig etablert hekkefugl. Rødlistestatusen er EN – Sterkt truet.</p><h2>Kjennetegn</h2><p>Svartrødstjert kjennes særlig på følgende trekk: Rustfarget stjert som ofte dirrer. Hannen er mørk gråsvart med lysere vingefelt; hunnen er gråbrun. Oppgitt størrelse er Ca. 13–15 cm, og oppgitt vekt er Ca. 14–20 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Sterkt endret mark, bygninger, industriområder, havner, berg og steinrike miljøer. Fåtallig og lokal hekkefugl i Norge, særlig i Sør-Norge. Sesong og forekomst er oppgitt slik: Trekkfugl eller delvis overvintrende i milde områder. Ses særlig vår til høst.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever svartrødstjert av Insekter, edderkopper, larver og noe bær. Næringssøket er derfor nært knyttet til kyst, vann, våtmark eller åpne områder der arten finner egnede byttedyr og matressurser.</p><h2>Status og bruk i Naturblikk</h2><p>I Naturblikk-sammenheng er svartrødstjert nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser de raske nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 13–15 cm","Ca. 14–20 g","Rustfarget stjert som ofte dirrer. Hannen er mørk gråsvart med lysere vingefelt; hunnen er gråbrun.","Sterkt endret mark, bygninger, industriområder, havner, berg og steinrike miljøer.","Fåtallig og lokal hekkefugl i Norge, særlig i Sør-Norge.","Trekkfugl eller delvis overvintrende i milde områder. Ses særlig vår til høst.","Insekter, edderkopper, larver og noe bær.","EN – Sterkt truet","Finnes i Norge. Fåtallig etablert hekkefugl.","203732","https://artsdatabanken.no/arter/takson/203732","https://snl.no/svartr%C3%B8dstjert","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 8 - grunnfelt kontrollert"
"Svartspett","svartspett","publish","Fugler","Dryocopus martius","Black Woodpecker","Svartspett er Europas største spett, med helsvart drakt, kraftige rop og tromming som kan høres på lang avstand.","<h2>Om svartspett</h2><p>Svartspett (<em>Dryocopus martius</em>) er en stor og kraftig skogsfugl som kan minne om en kråkefugl i flukt. Den er en viktig hulromsskaper fordi de store reirhullene senere brukes av mange andre dyr.</p><h2>Kjennetegn</h2><p>Fjærdrakten er nesten helt svart. Hannen har rød isse, mens hunnen bare har en rød flekk bakerst på hodet. Nebbet er lyst, langt og meiselformet, og flukten er mer rettlinjet enn hos de fleste andre spetter.</p><h2>Levested og utbredelse</h2><p>Svartspetten trives i eldre bar- og blandingsskog med grove trær, stubber og død ved. Den er vanligst på Østlandet, Sørlandet og i Trøndelag, men finnes også spredt i andre deler av landet.</p><h2>Mat og atferd</h2><p>Maur er den viktigste føden, men den hakker også fram billelarver og andre insekter fra trær, stubber og læger.</p><h2>Lyd</h2><p>I flukt høres kraftige, gjentatte rop, mens fuglen etter landing kan gi fra seg en lang, klagende tone. Trommevirvelen er svært kraftig og lang og kan høres flere kilometer unna.</p><h2>Hekking</h2><p>Reirhullet hakkes gjerne ut høyt i en stor osp eller furu. Hunnen legger tre til seks hvite egg som ruges i 12–14 dager. Ungene blir i reiret i omtrent fire uker.</p><h2>Status</h2><p>Svartspett er en etablert hekkefugl i Norge og er vurdert som LC – Livskraftig.</p>","Ca. 45–48 cm","Ca. 250–370 g","Svært stor, helsvart spett med lyst meiselformet nebb. Hannen har rød isse, hunnen en mindre rød flekk på bakhodet.","Eldre bar- og blandingsskog med grove trær, stubber, død ved og rikelig med maur.","Vanligst på Østlandet, Sørlandet og i Trøndelag, men finnes også spredt på Vestlandet og i Nord-Norge.","Hovedsakelig stand- og streiffugl. Enkelte år kan den foreta lengre vandringer.","Hovedsakelig maur, samt billelarver og andre trelevende insekter.","LC – Livskraftig","Finnes i Norge. Etablert hekkefugl.","203615","https://artsdatabanken.no/arter/takson/203615","https://snl.no/svartspett","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-15","Fullstendig kvalitetssikret – batch 3 og språkvasket 2026-07-15"
"Svartstrupe","svartstrupe","publish","Fugler","Saxicola rubicola","European Stonechat","Svartstrupe er en liten, fåtallig buskskvettliknende fugl knyttet til åpne kyst- og kulturlandskap.","<h2>Om svartstrupe</h2><p>Svartstrupe (<em>Saxicola rubicola</em>) er en fugleart i artsoversikten til Naturblikk. Svartstrupe er en liten, fåtallig buskskvettliknende fugl knyttet til åpne kyst- og kulturlandskap. Arten er registrert med status i Norge: Finnes i Norge. Fåtallig etablert hekkefugl. Rødlistestatusen er EN – Sterkt truet.</p><h2>Kjennetegn</h2><p>Svartstrupe kjennes særlig på følgende trekk: Hannen har mørkt hode, hvit halsflekk, oransje bryst og mørk overside. Hunnen er brunere og mer dempet. Oppgitt størrelse er Ca. 12–13 cm, og oppgitt vekt er Ca. 13–17 g.</p><h2>Levested og utbredelse</h2><p>Arten er knyttet til Kyst, semi-naturlig mark, lynghei, kratt og åpne kulturlandskap. Utbredelsen i Norge er oppgitt slik: Fåtallig og lokal hekkefugl i Norge, særlig langs kysten i Sør-Norge og vestover. Sesong og forekomst er oppgitt slik: Trekkfugl eller delvis overvintrende i milde kystområder.</p><h2>Mat og adferd</h2><p>Når det gjelder næring, lever svartstrupe av Insekter, larver, edderkopper og andre smådyr. For svartstrupe er kyst- og vannmiljøene viktige både som leveområde og som område for næringssøk.</p><h2>Status og bruk i Naturblikk</h2><p>Statusfeltet er viktig for svartstrupe, fordi arten er ført opp med rødlistestatus EN – Sterkt truet i datasettet. I Naturblikk-sammenheng er svartstrupe nyttig å presentere både med en kort faktaoversikt og en mer utfyllende beskrivelse. Faktafeltene viser nøkkelopplysningene, mens denne teksten samler kjennetegn, leveområde, utbredelse, næring, sesong og status i en mer lesbar form.</p>","Ca. 12–13 cm","Ca. 13–17 g","Hannen har mørkt hode, hvit halsflekk, oransje bryst og mørk overside. Hunnen er brunere og mer dempet.","Kyst, semi-naturlig mark, lynghei, kratt og åpne kulturlandskap.","Fåtallig og lokal hekkefugl i Norge, særlig langs kysten i Sør-Norge og vestover.","Trekkfugl eller delvis overvintrende i milde kystområder.","Insekter, larver, edderkopper og andre smådyr.","EN – Sterkt truet","Finnes i Norge. Fåtallig etablert hekkefugl.","121102","https://artsdatabanken.no/arter/takson/121102","https://snl.no/svartstrupe","","https://www.birdlife.no/fuglekunnskap/fugleatlas/","2026-07-08","Kvalitetssikret batch 9 - grunnfelt kontrollert"
